1653,1762,1500
1661,1757,1500
1669,1752,1500
1676,1748,1500
1684,1743,1500
1691,1739,1500
1698,1735,1500
1705,1731,1500
1707,1729,1500
1709,1727,1500
1711,1724,1500
1713,1722,1500
1715,1720,1500
1717,1718,1500
1719,1716,1500
1721,1714,1500
1722,1712,1500
1723,1710,1500
1724,1709,1500
1725,1707,1500
1725,1705,1500
1726,1704,1500
1727,1702,1500
1728,1700,1500
1728,1697,1500
1727,1694,1500
1726,1690,1500
1725,1687,1500
1725,1683,1500
1724,1680,1500
1723,1676,1500
1722,1673,1500
1721,1670,1500
1720,1666,1500
1719,1663,1500
1717,1660,1500
1716,1657,1500
1715,1653,1500
1714,1650,1500
1712,1647,1500
1711,1645,1500
1709,1643,1500
1707,1641,1500
1705,1639,1500
1704,1637,1500
1702,1636,1500
1700,1634,1500
1699,1632,1500
1696,1628,1500
1693,1625,1500
1691,1622,1500
1688,1618,1500
1686,1615,1500
1683,1611,1500
1680,1608,1500
1678,1604,1500
1675,1601,1500
1671,1598,1500
1668,1594,1500
1665,1591,1500
1662,1588,1500
1659,1585,1500
1656,1581,1500
1653,1578,1500
1649,1575,1500
1646,1572,1500
1643,1569,1500
1639,1566,1500
1636,1563,1500
1633,1560,1500
1629,1557,1500
1626,1554,1500
1623,1550,1500
1619,1547,1500
1616,1544,1500
1613,1541,1500
1609,1538,1500
1606,1535,1500
1603,1532,1500
1599,1529,1500
1596,1527,1500
1593,1525,1500
1589,1523,1500
1586,1521,1500
1583,1519,1500
1579,1517,1500
1576,1515,1500
1573,1513,1500
1570,1512,1500
1568,1511,1500
1565,1511,1500
1563,1510,1500
1561,1509,1500
1558,1508,1500
1556,1507,1500
1553,1506,1500
1552,1506,1500
1551,1505,1500
1549,1505,1500
1548,1505,1500
1546,1505,1500
1545,1504,1500
1544,1504,1500
1542,1504,1500
1535,1512,1500
1528,1521,1500
1520,1529,1500
1512,1539,1500
1503,1548,1500
1494,1558,1500
1485,1568,1500
1475,1579,1500
1498,1600,1500
1521,1622,1500
1543,1644,1500
1564,1667,1500
1585,1691,1500
1606,1714,1500
1626,1738,1500
1646,1762,1500
1653,1771,1500
1660,1780,1500
1667,1789,1500
1674,1798,1500
1681,1807,1500
1687,1816,1500
1694,1825,1500
1701,1835,1500
1695,1836,1500
1690,1838,1500
1685,1840,1500
1680,1843,1500
1675,1845,1500
1669,1847,1500
1664,1849,1500
1659,1852,1500
1654,1851,1500
1649,1849,1500
1644,1848,1500
1638,1847,1500
1633,1846,1500
1628,1844,1500
1623,1843,1500
1618,1842,1500
1613,1841,1500
1609,1841,1500
1604,1840,1500
1600,1839,1500
1595,1838,1500
1591,1838,1500
1586,1837,1500
1582,1836,1500
1578,1835,1500
1575,1833,1500
1571,1832,1500
1568,1830,1500
1565,1828,1500
1561,1827,1500
1558,1826,1500
1554,1824,1500
1551,1822,1500
1547,1820,1500
1544,1818,1500
1541,1815,1500
1537,1813,1500
1534,1811,1500
1530,1809,1500
1527,1807,1500
1525,1805,1500
1523,1804,1500
1521,1802,1500
1520,1801,1500
1518,1799,1500
1516,1798,1500
1514,1796,1500
1512,1794,1500
1510,1787,1500
1507,1779,1500
1505,1772,1500
1502,1765,1500
1499,1757,1500
1496,1750,1500
1493,1743,1500
1490,1736,1500
1489,1733,1500
1487,1731,1500
1486,1728,1500
1484,1726,1500
1482,1723,1500
1481,1721,1500
1479,1718,1500
1478,1716,1500
1477,1713,1500
1476,1710,1500
1476,1707,1500
1475,1704,1500
1474,1702,1500
1474,1699,1500
1473,1696,1500
1472,1693,1500
1471,1686,1500
1469,1679,1500
1467,1672,1500
1465,1665,1500
1463,1657,1500
1461,1650,1500
1459,1643,1500
1456,1636,1500
1454,1632,1500
1452,1629,1500
1450,1625,1500
1448,1621,1500
1446,1618,1500
1444,1614,1500
1442,1610,1500
1440,1607,1500
1439,1603,1500
1437,1599,1500
1436,1596,1500
1434,1592,1500
1433,1588,1500
1431,1585,1500
1429,1581,1500
1428,1578,1500
1426,1572,1500
1425,1567,1500
1423,1562,1500
1421,1557,1500
1420,1551,1500
1418,1546,1500
1416,1541,1500
1414,1536,1500
1412,1532,1500
1410,1528,1500
1407,1524,1500
1405,1520,1500
1403,1516,1500
1401,1512,1500
1398,1508,1500
1396,1504,1500
1406,1513,1500
1416,1522,1500
1426,1531,1500
1436,1541,1500
1446,1550,1500
1456,1559,1500
1466,1569,1500
1475,1579,1000
1495,1590,1000
1515,1602,1000
1535,1614,1000
1555,1627,1000
1575,1641,1000
1594,1654,1000
1614,1669,1000
1634,1683,1500
1631,1682,1500
1629,1681,1500
1626,1681,1500
1623,1680,1500
1621,1679,1500
1618,1678,1500
1616,1677,1500
1613,1677,1500
1612,1675,1500
1611,1674,1500
1610,1673,1500
1609,1672,1500
1608,1671,1500
1607,1669,1500
1606,1668,1500
1605,1667,1500
1605,1665,1500
1605,1662,1500
1605,1660,1500
1606,1658,1500
1606,1656,1500
1606,1653,1500
1606,1651,1500
1607,1649,1500
1607,1650,1500
1608,1650,1500
1609,1651,1500
1610,1652,1500
1610,1653,1500
1611,1654,1500
1612,1654,1500
1613,1655,1500
1613,1657,1500
1614,1658,1500
1615,1660,1500
1616,1661,1500
1617,1662,1500
1618,1664,1500
1618,1665,1500
1619,1667,1500
1620,1668,1500
1620,1669,1500
1621,1670,1500
1621,1671,1500
1621,1672,1500
1622,1673,1500
1622,1674,1500
1623,1675,1000
1615,1668,1000
1607,1661,1000
1599,1654,1000
1591,1647,1000
1583,1641,1000
1575,1634,1000
1567,1627,1000
1558,1621,1500
1557,1620,1500
1556,1620,1500
1555,1619,1500
1554,1619,1500
1553,1618,1500
1552,1618,1500
1551,1617,1500
1550,1617,1500
1550,1616,1500
1550,1616,1500
1549,1615,1500
1549,1615,1500
1549,1615,1500
1548,1614,1500
1548,1614,1500
1547,1613,1500
1545,1611,1500
1543,1608,1500
1541,1606,1500
1539,1603,1500
1537,1601,1500
1535,1598,1500
1533,1596,1500
1531,1593,1500
1533,1593,1500
1534,1593,1500
1536,1593,1500
1537,1593,1500
1539,1593,1500
1540,1593,1500
1542,1593,1500
1543,1593,1500
1545,1594,1500
1547,1594,1500
1549,1595,1500
1551,1595,1500
1552,1596,1500
1554,1596,1500
1556,1597,1500
1558,1597,1500
1559,1598,1500
1560,1600,1500
1561,1601,1500
1563,1602,1500
1564,1603,1500
1565,1604,1500
1566,1605,1500
1567,1607,1500
1567,1607,1500
1568,1608,1500
1568,1609,1500
1568,1609,1500
1568,1610,1500
1568,1610,1500
1568,1611,1500
1568,1612,1500
1567,1613,1500
1566,1613,1500
1565,1614,1500
1564,1615,1500
1563,1616,1500
1562,1617,1500
1561,1618,1500
1560,1619,1000
1566,1619,1000
1571,1620,1000
1577,1620,1000
1582,1620,1000
1587,1621,1000
1593,1621,1000
1598,1622,1000
1603,1622,1500
1607,1623,1500
1610,1624,1500
1614,1625,1500
1617,1626,1500
1620,1627,1500
1624,1628,1500
1627,1629,1500
1631,1630,1500
1628,1627,1500
1626,1623,1500
1624,1620,1500
1622,1617,1500
1619,1613,1500
1617,1610,1500
1615,1607,1500
1612,1603,1000
1620,1609,1000
1629,1616,1000
1637,1622,1000
1645,1628,1000
1653,1635,1000
1662,1641,1000
1670,1648,1000
1678,1654,1500
1677,1652,1500
1676,1650,1500
1676,1647,1500
1675,1645,1500
1674,1643,1500
1673,1641,1500
1672,1639,1500
1671,1636,1500
1670,1635,1500
1669,1633,1500
1668,1632,1500
1667,1631,1500
1666,1629,1500
1665,1628,1500
1664,1626,1500
1663,1625,1500
1662,1623,1500
1660,1621,1500
1659,1619,1500
1657,1617,1500
1656,1615,1500
1655,1613,1500
1653,1611,1500
1652,1609,1500
1650,1607,1500
1647,1605,1500
1645,1603,1500
1643,1600,1500
1641,1598,1500
1639,1596,1500
1637,1594,1500
1635,1591,1500
1632,1589,1500
1630,1587,1500
1628,1585,1500
1625,1583,1500
1623,1581,1500
1621,1579,1500
1619,1577,1500
1616,1575,1500
1613,1574,1500
1610,1572,1500
1607,1571,1500
1604,1569,1500
1602,1568,1500
1599,1566,1500
1596,1565,1500
1593,1564,1500
1592,1563,1500
1592,1563,1500
1591,1563,1500
1590,1563,1500
1590,1562,1500
1589,1562,1500
1588,1562,1500
1588,1562,1500
1602,1572,1500
1615,1582,1500
1629,1593,1500
1643,1603,1500
1657,1614,1500
1671,1625,1500
1685,1636,1500
1699,1648,1500
1701,1644,1500
1702,1641,1500
1703,1638,1500
1705,1634,1500
1706,1631,1500
1707,1628,1500
1708,1624,1500
1710,1621,1500
1710,1619,1500
1710,1617,1500
1710,1615,1500
1710,1613,1500
1710,1611,1500
1710,1608,1500
1710,1606,1500
1710,1604,1500
1709,1603,1500
1708,1602,1500
1707,1601,1500
1706,1600,1500
1706,1599,1500
1705,1598,1500
1704,1597,1500
1703,1597,1500
1698,1592,1500
1694,1588,1500
1689,1584,1500
1685,1579,1500
1680,1575,1500
1676,1571,1500
1671,1566,1500
1667,1562,1500
1664,1560,1500
1661,1558,1500
1658,1556,1500
1655,1554,1500
1651,1552,1500
1648,1551,1500
1645,1549,1500
1642,1547,1500
1640,1546,1500
1638,1545,1500
1636,1544,1500
1634,1543,1500
1632,1542,1500
1630,1542,1500
1628,1541,1500
1626,1540,1500
1624,1540,1500
1622,1540,1500
1619,1540,1500
1617,1541,1500
1615,1541,1500
1613,1541,1500
1611,1541,1500
1609,1541,1500
1608,1542,1500
1607,1542,1500
1605,1542,1500
1604,1542,1500
1603,1543,1500
1602,1543,1500
1601,1543,1500
1600,1543,1000
1584,1543,1000
1568,1543,1000
1552,1544,1000
1535,1546,1000
1519,1548,1000
